,scores,labels,predicted_emotion_idx,predicted_emotion_score,predicted_emotion_label
neutral_00526,"[4.1479328501736745e-05, 4.5170410885475576e-05, 8.664256893098354e-05, 0.000246181822149083, 0.9982738494873047, 7.325754722842248e-06, 0.00090015958994627, 2.6086914658662863e-05, 0.0003731281904038042]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9982738494873047,中立/neutral
steered_00526,"[0.0010584191186353564, 0.0004857399908360094, 0.001474562450312078, 0.003973836544901133, 0.8295993208885193, 0.0014838546048849821, 0.00274673686362803, 8.541273564333096e-05, 0.15909218788146973]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8295993208885193,中立/neutral
neutral_00527,"[0.0025088393595069647, 0.0010271217906847596, 0.00042572367237880826, 0.0013220510445535183, 0.9812120795249939, 0.00025277267559431493, 0.012541919015347958, 0.00023923249682411551, 0.00047030224232003093]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9812120795249939,中立/neutral
steered_00527,"[9.543365403485993e-11, 2.2530601828663066e-09, 5.973819772187028e-10, 1.0, 5.322165885085495e-12, 4.816040455324355e-09, 6.827623882932343e-11, 2.1664761998274606e-11, 1.8775958565697692e-10]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,1.0,开心/happy
neutral_00528,"[0.00022181382519192994, 9.663058881415054e-05, 0.0002844950940925628, 0.0009503625915385783, 0.9885460734367371, 2.2136086045065895e-05, 0.0003108941309619695, 0.00011038644151994959, 0.009457331150770187]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9885460734367371,中立/neutral
steered_00528,"[0.00018540745077189058, 0.0002649620873853564, 0.00044233983498997986, 0.004686512053012848, 0.9668826460838318, 0.0001167121808975935, 0.0013565042754635215, 9.806823072722182e-05, 0.025966862216591835]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9668826460838318,中立/neutral
neutral_00529,"[1.3163947869543335e-06, 4.1296061681350693e-07, 8.752804205869325e-07, 1.7343730860375217e-06, 0.9999822378158569, 1.34865103973425e-06, 2.273866812174674e-06, 1.3305674784191979e-08, 9.924116966431029e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999822378158569,中立/neutral
steered_00529,"[0.0006987928063608706, 0.0016136823687702417, 0.001091038342565298, 0.0004817053268197924, 0.0057247234508395195, 0.0018085368210449815, 0.9754469990730286, 7.115800690371543e-05, 0.013063295744359493]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9754469990730286,难过/sad
neutral_00530,"[0.005464136600494385, 0.00434432877227664, 0.0016464967047795653, 0.003005732549354434, 0.7501676678657532, 0.0012422176077961922, 0.006958829704672098, 0.0005453823832795024, 0.2266252189874649]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7501676678657532,中立/neutral
steered_00530,"[0.0025307158939540386, 0.0007384967757388949, 0.0005733822472393513, 0.004304901231080294, 0.9275076985359192, 0.0007359162555076182, 0.03480660915374756, 0.00014147537876851857, 0.028660884127020836]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9275076985359192,中立/neutral
neutral_00531,"[0.08774799108505249, 0.0397794246673584, 0.0024875281378626823, 0.0027092888485640287, 0.8067688941955566, 0.012623237445950508, 0.015433060005307198, 0.0008052507182583213, 0.031645361334085464]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8067688941955566,中立/neutral
steered_00531,"[0.0004768545622937381, 0.0009259110083803535, 0.002296176739037037, 0.00590977119281888, 0.5866592526435852, 0.004412645008414984, 0.0029249980580061674, 5.056228474131785e-05, 0.3963438868522644]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.5866592526435852,中立/neutral
neutral_00532,"[0.0020533620845526457, 4.586905561154708e-05, 5.780510946351569e-06, 0.05281167849898338, 0.9328160881996155, 0.001960660796612501, 0.010306202806532383, 3.6872674513688253e-07, 3.086622157866259e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9328160881996155,中立/neutral
steered_00532,"[0.0002732659049797803, 0.0010907467221841216, 0.004931418690830469, 0.0063588363118469715, 0.8092668652534485, 0.002452544867992401, 0.0012304362608119845, 9.830941417021677e-05, 0.1742975413799286]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8092668652534485,中立/neutral
neutral_00533,"[0.0001834217255236581, 0.0002356118493480608, 0.00024496600963175297, 0.0027868258766829967, 0.9355722069740295, 0.0005014889175072312, 0.0012433924712240696, 1.531199632154312e-05, 0.05921671539545059]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9355722069740295,中立/neutral
steered_00533,"[4.3743224864556396e-07, 5.468382937579008e-07, 5.681307584382012e-07, 6.005709565215511e-06, 0.9999833106994629, 2.971223409531376e-07, 5.061318915977608e-06, 3.664895231736409e-08, 3.7506861190195195e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999833106994629,中立/neutral
neutral_00534,"[0.013285694643855095, 0.005760577041655779, 0.002044918481260538, 0.016073087230324745, 0.22278925776481628, 0.014262986369431019, 0.015778955072164536, 0.00028696408844552934, 0.7097176313400269]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.7097176313400269,<unk>
steered_00534,"[0.00032926801941357553, 0.0009673157474026084, 0.0010704346932470798, 0.0022043485660105944, 0.8590982556343079, 0.0012616742169484496, 0.001375493942759931, 4.6013778046472e-05, 0.13364721834659576]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8590982556343079,中立/neutral
neutral_00535,"[0.00017077561642508954, 0.0010132406605407596, 0.019332708790898323, 0.004979005549103022, 0.2747802436351776, 0.022770952433347702, 0.002727176994085312, 3.238874705857597e-05, 0.6741935014724731]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.6741935014724731,<unk>
steered_00535,"[1.5644612858523033e-06, 4.83785356664157e-07, 6.127692699919862e-07, 0.9999728202819824, 1.4601190741814207e-05, 5.828471330460161e-06, 3.827635737252422e-06, 3.995128494693745e-08, 2.1647736048180377e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999728202819824,开心/happy
neutral_00536,"[0.0038202085997909307, 0.006333255209028721, 0.005485404748469591, 0.006196362432092428, 0.15791752934455872, 0.00094813690520823, 0.0020348522812128067, 0.0018976823193952441, 0.8153665661811829]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.8153665661811829,<unk>
steered_00536,"[3.110169927822426e-06, 6.731858320563333e-06, 9.11139723029919e-05, 0.00028932138229720294, 0.9992989301681519, 4.086658464075299e-06, 1.578727642481681e-05, 2.9003658710280433e-06, 0.00028799919527955353]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9992989301681519,中立/neutral
neutral_00537,"[0.0008227882790379226, 0.0067733218893408775, 0.06557782739400864, 0.020621629431843758, 0.2552013695240021, 0.04684622958302498, 0.008336517959833145, 0.00043667422141879797, 0.5953836441040039]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.5953836441040039,<unk>
steered_00537,"[0.011605829931795597, 0.0019441471667960286, 0.00024839912657625973, 0.0025245072320103645, 0.8927416205406189, 0.04549071937799454, 0.009431297890841961, 6.7057339947496075e-06, 0.03600680083036423]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8927416205406189,中立/neutral
neutral_00538,"[0.026767047122120857, 0.033907901495695114, 0.01596039906144142, 0.006248482037335634, 0.06920013576745987, 0.2028130739927292, 0.03646589443087578, 0.0003820259589701891, 0.6082550287246704]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.6082550287246704,<unk>
steered_00538,"[0.00016765919281169772, 8.098245416476857e-06, 8.231264655478299e-05, 0.9887272119522095, 0.010915828868746758, 5.432142188510625e-06, 7.071001164149493e-05, 2.2715861632605083e-05, 4.5861370256972123e-10]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9887272119522095,开心/happy
neutral_00539,"[9.053394478542032e-08, 5.346319298382696e-08, 1.0336994193949067e-07, 3.5596522707237455e-07, 0.9999978542327881, 2.3860877718107076e-08, 1.4057097814657027e-06, 6.044688749540228e-09, 9.2731955447789e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999978542327881,中立/neutral
steered_00539,"[0.016921011731028557, 0.00032509988523088396, 0.00046263268450275064, 0.002165980404242873, 0.9553295969963074, 0.0003198185295332223, 0.023566802963614464, 0.0001621640840312466, 0.0007468290277756751]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9553295969963074,中立/neutral
neutral_00540,"[0.00015879831335041672, 0.00012082893226761371, 0.00020635851251427084, 0.6882807612419128, 0.25653132796287537, 0.0005832575261592865, 0.054104436188936234, 1.4117396858637221e-05, 1.2672286686665757e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.6882807612419128,开心/happy
steered_00540,"[0.00017662295431364328, 0.007185700349509716, 0.014578293077647686, 0.045610539615154266, 0.0392402745783329, 0.36228781938552856, 0.042813099920749664, 1.8655509848031215e-05, 0.488088995218277]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.488088995218277,<unk>
neutral_00541,"[2.2596334758873127e-07, 9.10971493794932e-08, 1.3590052105882933e-07, 4.4599818238566513e-07, 0.9999967813491821, 7.275833979747404e-08, 1.9352228264324367e-06, 5.486232357299059e-09, 3.5315360946697183e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999967813491821,中立/neutral
steered_00541,"[0.013024547137320042, 0.0022356456611305475, 0.0009329565800726414, 0.010258996859192848, 0.6172957420349121, 0.003235846757888794, 0.3141130805015564, 0.00022632491891272366, 0.03867685794830322]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.6172957420349121,中立/neutral
neutral_00542,"[0.0014869605656713247, 0.0025224240962415934, 0.0012726469431072474, 0.0017461777897551656, 0.4453926384449005, 0.0033882143907248974, 0.524884819984436, 7.816643483238295e-05, 0.0192280076444149]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.524884819984436,难过/sad
steered_00542,"[0.0003659531066659838, 0.0019518104381859303, 0.0013415453722700477, 0.0003513665869832039, 0.7291752696037292, 0.10762131214141846, 0.025839198380708694, 9.929660791385686e-07, 0.13335254788398743]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7291752696037292,中立/neutral
neutral_00543,"[2.4792796011752216e-06, 9.479799700784497e-06, 2.9030657969997264e-05, 0.006052341312170029, 0.9936484694480896, 0.00020007460261695087, 5.29372991877608e-05, 1.2069608601450454e-07, 5.12634642291232e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9936484694480896,中立/neutral
steered_00543,"[1.5624824351023747e-11, 7.198724255585986e-11, 2.938183030209984e-11, 1.0, 4.025079965511158e-13, 1.0896115607006429e-11, 9.437142907409157e-12, 1.0956301838005444e-11, 1.740090412255882e-13]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,1.0,开心/happy
neutral_00544,"[5.3002288041170686e-05, 2.4569591914769262e-05, 2.516854692657944e-06, 9.033343667397276e-05, 0.9998047947883606, 2.5854799332591938e-06, 5.732747467845911e-06, 2.1072148683742853e-06, 1.4463043044088408e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9998047947883606,中立/neutral
steered_00544,"[0.023945041000843048, 0.0021258604247123003, 0.0039940993301570415, 0.55759197473526, 0.19519326090812683, 0.010717789642512798, 0.12767505645751953, 0.0008693447452969849, 0.07788758724927902]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.55759197473526,开心/happy
neutral_00545,"[1.164978584711207e-06, 3.3933458780666115e-06, 7.6110522968519945e-06, 1.2469625289668329e-05, 0.9993618130683899, 1.2416735444276128e-05, 1.1744241419364698e-05, 4.584017432307519e-08, 0.0005893712514080107]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9993618130683899,中立/neutral
steered_00545,"[0.00013781960296910256, 0.05220700055360794, 0.002930138958618045, 0.8610658645629883, 0.0012823041761294007, 0.004566814750432968, 0.0757797583937645, 0.000505440984852612, 0.0015248898416757584]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8610658645629883,开心/happy
neutral_00546,"[0.0022642938420176506, 0.006037521176040173, 0.001538721495307982, 0.0025465376675128937, 0.1712072342634201, 0.0010564994299784303, 0.7678259015083313, 0.00044511197484098375, 0.0470782071352005]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.7678259015083313,难过/sad
steered_00546,"[0.00015667558182030916, 0.0005041739204898477, 0.000327965768519789, 0.0030546425841748714, 0.9127674698829651, 0.0014788102125748992, 0.08154811710119247, 1.4203632417775225e-05, 0.00014785457460675389]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9127674698829651,中立/neutral
neutral_00547,"[2.630804090131278e-07, 2.813132482515357e-07, 2.1983750286835857e-07, 7.09388302766456e-07, 0.9999927282333374, 5.059993668510288e-07, 4.870361408393364e-06, 4.688828436627546e-09, 3.168202908909734e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999927282333374,中立/neutral
steered_00547,"[0.8877264261245728, 0.010607401840388775, 0.0020701908506453037, 0.002360773738473654, 0.00920851994305849, 0.011622563935816288, 0.023817744106054306, 0.00042873944039456546, 0.0521576851606369]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.8877264261245728,生气/angry
neutral_00548,"[1.345747818959353e-06, 8.175687185030256e-07, 5.680934691554285e-07, 2.24703535423032e-06, 0.9999738931655884, 1.570587528476608e-06, 5.140396297065308e-06, 1.5303164957458648e-08, 1.4361352441483177e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999738931655884,中立/neutral
steered_00548,"[7.977580196438794e-08, 6.490320743068878e-07, 5.337987545317446e-07, 0.9999942779541016, 3.175596248183865e-06, 2.8900336701553897e-07, 1.0943688977249622e-07, 1.02159823711645e-07, 7.0733580059823e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999942779541016,开心/happy
neutral_00549,"[0.0010962378000840545, 0.0013275824021548033, 0.0008013561018742621, 0.2412843108177185, 0.7385047674179077, 0.000683134829159826, 0.013836629688739777, 0.00041421837522648275, 0.0020516496151685715]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7385047674179077,中立/neutral
steered_00549,"[0.009184039197862148, 0.011183010414242744, 0.003620424773544073, 0.12095396220684052, 0.033760927617549896, 0.16007742285728455, 0.008042266592383385, 0.00011533578799571842, 0.653062641620636]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.653062641620636,<unk>
neutral_00550,"[0.0007691182545386255, 0.0022185160778462887, 0.001844208687543869, 0.0025604069232940674, 0.43906059861183167, 0.00525331124663353, 0.004533232189714909, 4.5264518121257424e-05, 0.5437153577804565]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.5437153577804565,<unk>
steered_00550,"[7.861306221457198e-05, 0.00032467086566612124, 0.0003210015711374581, 0.0006962125771678984, 0.0007220989209599793, 0.0020305246580392122, 0.9848644733428955, 5.497062829817878e-06, 0.01095688994973898]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9848644733428955,难过/sad
neutral_00551,"[0.0010046606184914708, 0.002083451021462679, 0.0007444552611559629, 0.003845300991088152, 0.8984540104866028, 0.00725956866517663, 0.0063177067786455154, 4.267035183147527e-05, 0.08024821430444717]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8984540104866028,中立/neutral
steered_00551,"[0.28847014904022217, 0.06682585924863815, 0.012108447961509228, 0.012981150299310684, 0.13274811208248138, 0.13885398209095, 0.1472117304801941, 0.00146451813634485, 0.1993359476327896]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.28847014904022217,生气/angry
neutral_00552,"[0.00829240307211876, 0.12853825092315674, 0.0014285731595009565, 0.0355311781167984, 0.8131560683250427, 0.004310392774641514, 0.002491090912371874, 0.0022193652112036943, 0.004032644908875227]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8131560683250427,中立/neutral
steered_00552,"[0.0011262433836236596, 0.010821880772709846, 0.02094566822052002, 0.009455818682909012, 0.06118718534708023, 0.17927321791648865, 0.006430934648960829, 5.7693767303135246e-05, 0.7107014060020447]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.7107014060020447,<unk>
neutral_00553,"[0.0024993084371089935, 0.0025145569816231728, 0.0012347731972113252, 0.0017121749697253108, 0.09969944506883621, 0.4978916049003601, 0.005593153648078442, 1.2088262337783817e-06, 0.3888537585735321]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",5,0.4978916049003601,其他/other
steered_00553,"[0.0003445890615694225, 0.0005065855802968144, 0.0013580716913565993, 0.01941416971385479, 0.9012113809585571, 0.0029661429580301046, 0.0010035752784460783, 2.565120485087391e-05, 0.0731697827577591]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9012113809585571,中立/neutral
neutral_00554,"[3.266042040195316e-05, 3.35039512719959e-05, 4.569701195578091e-05, 0.001984981819987297, 0.9975683093070984, 2.1021014617872424e-05, 0.00013217347441241145, 7.674285370740108e-06, 0.00017390897846780717]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9975683093070984,中立/neutral
steered_00554,"[3.133268222654806e-08, 1.0090523119288264e-06, 9.026124558886295e-08, 0.9999985694885254, 1.0393048910373182e-07, 2.3872243559708295e-07, 7.4447772391295075e-09, 1.0936300753883188e-08, 1.3209020544024952e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999985694885254,开心/happy
neutral_00555,"[0.0005645338678732514, 0.001390362624078989, 0.009241597726941109, 0.05465889349579811, 0.724204957485199, 0.025545254349708557, 0.005378278438001871, 8.166842599166557e-05, 0.1789344698190689]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.724204957485199,中立/neutral
steered_00555,"[3.4297111142223002e-06, 2.365120963077061e-06, 8.980497909760743e-07, 4.44774232164491e-05, 0.9998950958251953, 2.0726229195133783e-06, 4.078489655512385e-05, 1.0589077703571093e-07, 1.0788983672682662e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9998950958251953,中立/neutral
neutral_00556,"[0.00010181882680626586, 0.0001852442801464349, 0.0004109196597710252, 0.988897979259491, 0.006160730496048927, 0.0010030067060142756, 9.702019451651722e-05, 1.4846366866549943e-05, 0.0031283472198992968]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.988897979259491,开心/happy
steered_00556,"[6.378024295372597e-07, 2.8961701445950894e-06, 3.1530048545391764e-06, 4.011368582723662e-05, 0.9998584985733032, 3.1041604415804613e-06, 4.209974576951936e-06, 6.786655859514212e-08, 8.729223918635398e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9998584985733032,中立/neutral
neutral_00557,"[0.006012648344039917, 0.0023552877828478813, 0.0021090928930789232, 0.007867868058383465, 0.7744559645652771, 0.005789991468191147, 0.07011829316616058, 0.0002672355331014842, 0.13102364540100098]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7744559645652771,中立/neutral
steered_00557,"[6.803235010011122e-05, 4.98962945130188e-05, 4.0509916289011016e-05, 0.000590769574046135, 0.9944426417350769, 2.4906079488573596e-05, 0.004572218284010887, 9.354863323096652e-06, 0.00020163049339316785]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9944426417350769,中立/neutral
neutral_00558,"[6.579035982667847e-08, 1.1763916063500801e-06, 1.4650514685854432e-06, 1.941888740475406e-06, 0.9999468326568604, 1.7120380562118953e-06, 3.890826974384254e-06, 6.060957957743085e-09, 4.2822834075195715e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999468326568604,中立/neutral
steered_00558,"[4.3585848819027717e-10, 1.1611737704697589e-07, 1.638307089990576e-08, 0.9999998807907104, 2.2648299902172653e-10, 5.280675452468131e-09, 6.079431402739033e-10, 2.934869680615293e-09, 2.0977770631702697e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999998807907104,开心/happy
neutral_00559,"[3.2690710213501006e-05, 1.78296904778108e-05, 2.0273690097383223e-05, 0.9970728158950806, 0.0023855953477323055, 0.00014917786756996065, 0.00031044258503243327, 1.6228644881266518e-06, 9.529639100946952e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9970728158950806,开心/happy
steered_00559,"[4.416575549726076e-08, 3.7961504517625144e-07, 2.4777637008810416e-07, 0.9999980926513672, 8.955207242422603e-09, 2.2845155456252542e-07, 1.0684506150937523e-06, 1.1942479893889413e-08, 1.205031296969139e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999980926513672,开心/happy
neutral_00560,"[0.0005252149421721697, 0.00044160327524878085, 0.00014157513214740902, 0.0007450524135492742, 0.9731625914573669, 0.0002748625702224672, 0.0011164180468767881, 2.9350087061175145e-05, 0.023563340306282043]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9731625914573669,中立/neutral
steered_00560,"[6.803128371757339e-08, 7.96216738763178e-07, 3.295573094419524e-07, 0.999982476234436, 7.157634627219522e-07, 3.8656204992548737e-07, 3.605846075060981e-07, 7.147372826921128e-08, 1.473840711696539e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.999982476234436,开心/happy
